Date,Open,High,Low,Close,Adj Close,Volume
2022-04-11,218.419998,220.610001,215.220001,216.460007,216.460007,20516600
2022-04-12,220.240005,222.029999,213.130005,214.139999,214.139999,20128800
2022-04-13,211.820007,216.610001,211.330002,214.990005,214.990005,19231800
2022-04-14,214.889999,214.990005,210.000000,210.179993,210.179993,18332700
